"ranking","problema","descricao","desenvolvimento","arquivo_fonte","nota_dor_financeira","ponderada_dor_financeira","nota_gambiarras","ponderada_gambiarras","nota_frequencia","ponderada_frequencia","nota_urgencia","ponderada_urgencia","nota_dor_tempo","ponderada_dor_tempo","nota_risco","ponderada_risco","nota_frustracao","ponderada_frustracao","nota_consequencia_erro","ponderada_consequencia_erro","nota_observabilidade","ponderada_observabilidade","nota_clareza_persona","ponderada_clareza_persona","nota_tam","ponderada_tam","nota_crescimento","ponderada_crescimento","nota_monopolio_local","ponderada_monopolio_local","nota_amplitude","ponderada_amplitude","nota_escala_nao_linear","ponderada_escala_nao_linear","nota_ticket","ponderada_ticket","nota_expansao","ponderada_expansao","nota_penetracao_digital","ponderada_penetracao_digital","nota_internacionalizacao","ponderada_internacionalizacao","nota_dep_infraestrutura","ponderada_dep_infraestrutura","nota_timing_tech","ponderada_timing_tech","nota_timing_regulatorio","ponderada_timing_regulatorio","nota_mudanca_comportamental","ponderada_mudanca_comportamental","nota_pressao_macro","ponderada_pressao_macro","nota_janela","ponderada_janela","nota_acesso_usuarios","ponderada_acesso_usuarios","nota_velocidade_validacao","ponderada_velocidade_validacao","nota_facilidade_mvp","ponderada_facilidade_mvp","nota_mudanca_habito","ponderada_mudanca_habito","nota_dados_disponiveis","ponderada_dados_disponiveis","nota_aha_moment","ponderada_aha_moment","nota_multiplos_lados","ponderada_multiplos_lados","nota_feedback","ponderada_feedback","nota_wtp","ponderada_wtp","nota_clareza_pagador","ponderada_clareza_pagador","nota_orcamento","ponderada_orcamento","nota_ciclo_vendas","ponderada_ciclo_vendas","nota_recorrencia","ponderada_recorrencia","nota_poder_preco","ponderada_poder_preco","nota_cac","ponderada_cac","nota_ausencia_monopolios","ponderada_ausencia_monopolios","nota_efeito_rede","ponderada_efeito_rede","nota_switching_cost","ponderada_switching_cost","nota_dados_proprietarios","ponderada_dados_proprietarios","nota_diferenciacao_10x","ponderada_diferenciacao_10x","nota_fragmentacao","ponderada_fragmentacao","nota_tarpit","ponderada_tarpit","nota_risco_legal","ponderada_risco_legal","nota_platform_risk","ponderada_platform_risk","nota_alinhamento_ods","ponderada_alinhamento_ods","subtotal_1_dor_comportamento","pct_1_dor_comportamento","subtotal_2_mercado_escala","pct_2_mercado_escala","subtotal_3_timing","pct_3_timing","subtotal_4_validacao_lean","pct_4_validacao_lean","subtotal_5_monetizacao","pct_5_monetizacao","subtotal_6_defensibilidade","pct_6_defensibilidade","subtotal_7_riscos_fatais","pct_7_riscos_fatais","total_geral","max_total","pct_total"
"201","Segregação no Acesso a Protocolos Avançados de Longevidade","Enquanto bilionários acessam edição genética, GLP-1 de ponta e biotecnologia regenerativa, a classe média definha no sistema público curativo.","A saúde tornou-se o principal vetor de desigualdade; a longevidade extra será prerrogativa exclusiva dos hiper-ricos (Rewired Wellness). Oportunidade: democratização e barateamento de diagnósticos precoces via IA de borda (edge AI), tele-testes genéticos preventivos e nutracêuticos acessíveis.","100_novos_problemas_sociedade_aprofundados.csv","5","25","5","25","5","25","5","20","5","20","7","28","5","20","5","20","6","18","6","18","8","40","8","40","6","24","5","15","8","32","6","18","6","18","5","15","5","10","5","10","10","50","5","25","6","24","6","24","8","32","6","30","6","30","4","16","6","24","6","18","5","15","6","18","6","18","5","25","5","25","6","24","5","15","6","18","7","21","5","15","7","28","5","20","5","20","5","15","7","21","6","12","5","25","3","12","7","28","8","24","219","53.4","222","65.3","155","70.5","169","56.3","143","55.0","116","58.0","89","55.6","1113","1890","58.9"
"202","Assimetria de informação entre fintechs e consumidores","Empresas dominam dados comportamentais e modelos de risco, enquanto usuários pouco entendem o impacto de suas escolhas de crédito.","Interfaces gamificadas, taxas pouco transparentes e linguagem técnica dificultam a percepção da real dívida acumulada; algoritmos otimizam engajamento e receita, nem sempre alinhados com o bem-estar financeiro de longo prazo do consumidor.","100-200 oportunidades_problemas.csv","6","30","5","25","5","25","4","16","5","20","6","24","6","24","5","20","6","18","7","21","8","40","9","45","6","24","5","15","10","40","6","18","6","18","6","18","5","10","5","10","9","45","5","25","6","24","6","24","7","28","6","30","5","25","6","24","6","24","6","18","4","12","6","18","6","18","5","25","5","25","6","24","5","15","8","24","5","15","5","15","7","28","5","20","5","20","5","15","6","18","6","12","5","25","3","12","7","28","5","15","223","54.4","238","70.0","146","66.4","169","56.3","143","55.0","113","56.5","80","50.0","1112","1890","58.8"
"203","Movimento anti-algoritmo e busca por curadoria humana","Consumidores começam a rejeitar recomendações automatizadas vistas como homogêneas e manipuladoras.","Percepção de que gostos pessoais estão sendo moldados por sistemas de recomendação leva grupos a buscar newsletters, clubes e comunidades com curadoria explícita; marcas que dependem apenas de performance algorítmica perdem relevância em segmentos que valorizam descoberta autêntica.","100-200 oportunidades_problemas.csv","6","30","5","25","5","25","5","20","5","20","5","20","6","24","5","20","6","18","6","18","6","30","8","40","6","24","5","15","8","32","6","18","6","18","6","18","5","10","5","10","9","45","5","25","6","24","6","24","7","28","7","35","5","25","6","24","6","24","6","18","5","15","6","18","6","18","5","25","6","30","6","24","5","15","6","18","5","15","6","18","7","28","6","24","5","20","5","15","6","18","6","12","5","25","6","24","7","28","5","15","220","53.7","215","63.2","146","66.4","177","59.0","145","55.8","117","58.5","92","57.5","1112","1890","58.8"
"204","Abandono Pós-Cirúrgico no Atendimento Domiciliar Senior","Idosos operam quadril ou joelho, mas ao voltar para casa, negligenciam a fisioterapia por dor e ausência de técnicos, perdendo os movimentos definitivos.","A falta de supervisão destrói bilhões investidos em cirurgias hospitalares. Oportunidade: plataformas de tele-reabilitação com visão computacional de smartphones (Computer Vision) que corrigem o ângulo do exercício do idoso ao vivo e emitem laudos para o médico.","100_novos_problemas_fase_2.csv","6","30","5","25","5","25","5","20","5","20","7","28","6","24","5","20","6","18","8","24","8","40","6","30","6","24","5","15","6","24","6","18","6","18","6","18","5","10","6","12","8","40","5","25","6","24","6","24","7","28","6","30","5","25","4","16","6","24","6","18","5","15","6","18","6","18","6","30","6","30","6","24","5","15","6","18","7","21","5","15","8","32","6","24","5","20","5","15","7","21","6","12","6","30","3","12","6","24","7","21","234","57.1","209","61.5","141","64.1","164","54.7","153","58.8","124","62.0","87","54.4","1112","1890","58.8"
"205","Custo Proibitivo de Inferência para Aplicações Autônomas de Longa Duração","Agentes de IA que rodam no fundo do computador (observando, resumindo, decidindo) 24h por dia geram um custo diário de API impagável para as corporações ou indivíduos.","O modelo atual de cobrança por token bloqueia a verdadeira automação autônoma contínua. Oportunidade: hardwares locais de altíssima eficiência, aceleradores neurais (NPU) rodando LLMs minúsculos e comprimidos no próprio laptop em off-grid sem custo de API em nuvem.","100_novos_problemas_fase_3.csv","6","30","5","25","6","30","5","20","6","24","5","20","6","24","5","20","7","21","7","21","6","30","8","40","6","24","5","15","9","36","6","18","6","18","6","18","5","10","5","10","10","50","5","25","6","24","6","24","8","32","6","30","4","20","5","20","6","24","6","18","5","15","6","18","6","18","4","20","5","25","6","24","5","15","6","18","5","15","5","15","7","28","5","20","5","20","5","15","7","21","6","12","5","25","6","24","7","28","5","15","235","57.3","219","64.4","155","70.5","163","54.3","132","50.8","116","58.0","92","57.5","1112","1890","58.8"
"206","Falsificações Audiovisuais (Deepfakes) Destruindo o Sistema Probatorio Judicial","Advogados apresentam áudios sintéticos quase perfeitos como prova de suborno; o judiciário não possui ferramental técnico rápido para atestar se um vídeo é real ou feito no Sora.","A justiça trava. O princípio da evidência entra em colapso completo. Oportunidade: desenvolvimento de ""Câmeras Forenses"" blockchain que criptografam os metadados da lente ao momento da captação e IAs estatais homologadas para auditoria pericial em horas, não meses.","100_novos_problemas_fase_3.csv","5","25","5","25","5","25","6","24","6","24","6","24","5","20","6","24","7","21","7","21","8","40","7","35","6","24","5","15","8","32","6","18","6","18","6","18","5","10","5","10","6","30","5","25","6","24","6","24","7","28","6","30","5","25","5","20","6","24","6","18","6","18","6","18","6","18","6","30","6","30","6","24","6","18","8","24","5","15","5","15","6","24","5","20","5","20","5","15","7","21","6","12","6","30","4","16","7","28","5","15","233","56.8","220","64.7","131","59.5","171","57.0","156","60.0","112","56.0","89","55.6","1112","1890","58.8"
"207","Fraude Sistemática e Encolhimento do ""Greenwashing"" das Startups","Fundos não confiam mais em empresas que se dizem ""Carbono Zero"", dado o mercado corrupto de compra de créditos plantando árvores inexistentes no hemisfério sul.","Todo o ecossistema ESG perdeu o lastro da verdade, travando as injeções de capital em soluções reais de infraestrutura de mitigação. Oportunidade: Oráculos de Carbono usando Large Spatial Models e Blockchain Satelital Público certificando diariamente o sequestro fotossintético sem intermediários auditar.","100_novos_problemas_fase_3.csv","6","30","5","25","6","30","5","20","6","24","5","20","5","20","5","20","8","24","8","24","8","40","7","35","6","24","5","15","8","32","6","18","6","18","6","18","5","10","5","10","7","35","6","30","6","24","6","24","7","28","6","30","5","25","4","16","6","24","5","15","5","15","6","18","6","18","6","30","6","30","5","20","5","15","8","24","5","15","5","15","7","28","5","20","5","20","5","15","7","21","6","12","6","30","4","16","6","24","6","18","237","57.8","220","64.7","141","64.1","161","53.7","149","57.3","116","58.0","88","55.0","1112","1890","58.8"
"208","Descompasso entre Criptoeconomia e Tributação Inflacionária no Sul Global","Freelancers sul-americanos recebem em dólares/stablecoins para fugir da inflação local, mas os governos usam IA para cruzar dados de vida financeira, criminalizando e travando o micro-capital vital que sustenta a economia paralela.","O Estado sufoca o único meio do jovem acumular riqueza frente a moedas fracas (Pesos/Reais). Oportunidade: Fintechs de conciliação fiscal nativa-cripto ('Tax-as-a-Service on Chain') que liquidam frações de impostos locais automaticamente na conversão da carteira digital ao cartão do supermercado, mantendo a legalidade sem travar a reserva.","100_novos_problemas_fase_5.csv","7","35","5","25","5","25","6","24","6","24","6","24","5","20","5","20","7","21","8","24","9","45","7","35","6","24","5","15","9","36","6","18","5","15","6","18","4","8","6","12","6","30","6","30","6","24","6","24","7","28","5","25","5","25","5","20","6","24","6","18","5","15","6","18","6","18","6","30","5","25","6","24","4","12","8","24","6","18","5","15","7","28","5","20","5","20","5","15","7","21","6","12","6","30","3","12","6","24","5","15","242","59.0","226","66.5","136","61.8","163","54.3","148","56.9","116","58.0","81","50.6","1112","1890","58.8"
"209","Epidemia Oculta de Superendividamento Cotidiano Via BNPL","Instrumentos de Buy Now Pay Later parcelam itens básicos de supermercado, encurralando os mais vulneráveis na teia dos juros compostos.","Com o fim do aumento da renda real, o crédito digital micro-fracionado mascarou o desespero financeiro da Classe C, D. A gamificação do crédito esconde a ruína. Oportunidade: aplicativos de reabilitação financeira autônoma que negociam dívidas diretamente com credores via robôs, reeducando gastos de supermercado.","100_novos_problemas_sociedade_aprofundados.csv","6","30","5","25","6","30","5","20","5","20","5","20","6","24","6","24","7","21","7","21","8","40","7","35","6","24","5","15","8","32","6","18","6","18","6","18","5","10","6","12","6","30","5","25","6","24","6","24","7","28","6","30","6","30","5","20","6","24","5","15","5","15","6","18","6","18","6","30","6","30","6","24","5","15","8","24","5","15","5","15","7","28","5","20","5","20","5","15","7","21","6","12","6","30","3","12","7","28","5","15","235","57.3","222","65.3","131","59.5","170","56.7","153","58.8","116","58.0","85","53.1","1112","1890","58.8"
"210","Epidemia de Ansiedade Induzida por Telas e Vidas Virtuais","O mergulho no mundo hiper-conectado destruiu os ciclos circadianos; as telas bloqueiam melatonina e a cultura do ""sempre disponível"" corrói os nervos.","A saúde mental colapsou, sendo tratada via medicamentos em vez de via redesenho ambiental. Oportunidade: clínicas especializadas na desintoxicação tecnológica corporativa e implantação compulsória de ""apagões digitais"" (digital curfews) por design em sistemas de software empresariais.","100_novos_problemas_sociedade_aprofundados.csv","5","25","5","25","6","30","6","24","6","24","8","32","6","24","6","24","5","15","6","18","8","40","6","30","6","24","5","15","6","24","6","18","6","18","6","18","5","10","6","12","6","30","5","25","6","24","6","24","7","28","7","35","5","25","4","16","6","24","5","15","5","15","5","15","6","18","6","30","6","30","6","24","4","12","6","18","7","21","5","15","7","28","6","24","5","20","5","15","7","21","6","12","6","30","4","16","7","28","8","24","241","58.8","209","61.5","131","59.5","163","54.3","150","57.7","120","60.0","98","61.3","1112","1890","58.8"
"211","Ruptura Total na Transferência de Sabedoria Intergeracional Corporativa","O distanciamento entre Geração Z (nativa da inteligência digital) e Boomers (nativos da experiência tática do mercado) gerou o descarte do ""mentor humano"" pelo ""mentor AI"".","O jovem ganha eficiência da máquina, mas comete erros estratégicos grotescos de sabedoria social nos boards e acordos. Oportunidade: marketplaces exclusivos B2B de ""Mentoria Reversa e Dupla"", unindo o ""Vibe Coder"" ágil ao Conselheiro aposentado (Advisory Board-as-a-Service) sob divisões justas de lucro (Equity).","100_novos_problemas_fase_2.csv","6","30","5","25","5","25","5","20","4","16","6","24","6","24","5","20","7","21","7","21","8","40","8","40","6","24","4","12","6","24","6","18","6","18","6","18","5","10","4","8","6","30","6","30","7","28","7","28","7","28","6","30","6","30","3","12","6","24","5","15","5","15","5","15","6","18","6","30","6","30","6","24","4","12","6","18","5","15","5","15","7","28","6","24","5","20","5","15","7","21","6","12","6","30","6","24","7","28","8","24","226","55.1","212","62.4","144","65.5","159","53.0","144","55.4","120","60.0","106","66.2","1111","1890","58.8"
"212","A Morte do Design de Embalagens Voltado para as Mãos Artríticas","As indústrias farmacêuticas e alimentícias desenham embalagens herméticas à prova de crianças que, na prática, impedem o idoso de acessar seus próprios remédios sem pedir ajuda.","O design excludente humilha o idoso e causa interrupção de tratamentos cruciais por falha mecânica de abertura. Oportunidade: laboratórios de ""Silver Design"" aplicando ergonomia de força reduzida, lacres biométricos ou embalagens autodegradáveis sensíveis a gatilhos simples.","100_novos_problemas_fase_3.csv","5","25","5","25","5","25","5","20","5","20","6","24","5","20","6","24","7","21","10","30","6","30","8","40","6","24","5","15","6","24","6","18","6","18","4","12","5","10","5","10","6","30","5","25","9","36","6","24","7","28","6","30","5","25","5","20","6","24","5","15","5","15","6","18","6","18","5","25","6","30","6","24","5","15","6","18","5","15","5","15","7","28","5","20","5","20","5","15","8","24","6","12","6","30","6","24","8","32","7","21","234","57.1","201","59.1","143","65.0","165","55.0","142","54.6","119","59.5","107","66.9","1111","1890","58.8"
"213","E-Waste Massivo Derivado do Fim dos Dispositivos sem IA Integrada","Os novos sistemas operacionais exigirão que o PC ou Smartphone possua um chip NPU físico de inteligência artificial, condenando bilhões de computadores recentes ao lixo precoce.","A mudança de arquitetura de hardware gerará a maior onda de lixo eletrônico da década. Oportunidade: plataformas de Cloud Computing direcionadas a rodar infraestrutura de IA em servidores e retransmiti-la em vídeo fluido para o computador obsoleto da pessoa física, prolongando sua vida útil.","100_novos_problemas_fase_3.csv","6","30","6","30","5","25","5","20","5","20","5","20","6","24","5","20","9","27","7","21","6","30","8","40","6","24","6","18","7","28","7","21","6","18","6","18","5","10","4","8","9","45","5","25","6","24","6","24","8","32","6","30","4","20","4","16","6","24","5","15","5","15","6","18","6","18","4","20","5","25","6","24","5","15","6","18","5","15","5","15","7","28","6","24","5","20","5","15","7","21","6","12","6","30","6","24","8","32","5","15","237","57.8","215","63.2","150","68.2","156","52.0","132","50.8","120","60.0","101","63.1","1111","1890","58.8"
"214","Pressão sobre previdência em mercados com baixa produtividade","Sistemas de aposentadoria desenhados para outra estrutura etária enfrentam déficits em contextos de baixo crescimento.","Com menos trabalhadores ativos por idoso e economia crescendo pouco, a matemática atuarial se deteriora; sem reformas combinando aumento de produtividade, revisão de benefícios e estímulos para trabalho flexível na idade avançada, países caminham para dilemas difíceis entre cortes, aumento de impostos ou inflação persistente.","100-200 oportunidades_problemas.csv","6","30","5","25","5","25","6","24","6","24","5","20","6","24","5","20","7","21","10","30","7","35","8","40","6","24","5","15","6","24","6","18","6","18","4","12","5","10","5","10","6","30","5","25","9","36","6","24","6","24","6","30","5","25","5","20","6","24","5","15","5","15","6","18","6","18","5","25","6","30","5","20","5","15","6","18","5","15","5","15","7","28","5","20","5","20","5","15","7","21","6","12","6","30","6","24","7","28","7","21","243","59.3","206","60.6","139","63.2","165","55.0","138","53.1","116","58.0","103","64.4","1110","1890","58.7"
"215","Vigilância algorítmica no trabalho","Ferramentas de monitoramento de produtividade e comportamento se expandem em ambientes corporativos e de gig economy.","Softwares que rastreiam cliques, tempo em tela, localização e interações prometem eficiência, mas podem gerar clima de desconfiança, auto-censura e stress; sem transparência, participação dos trabalhadores e limites claros, o equilíbrio entre segurança, desempenho e direitos individuais é rompido.","100-200 oportunidades_problemas.csv","5","25","5","25","6","30","5","20","6","24","6","24","6","24","5","20","6","18","7","21","6","30","6","30","6","24","6","18","7","28","6","18","6","18","6","18","4","8","6","12","6","30","5","25","8","32","6","24","6","24","6","30","6","30","6","24","6","24","6","18","5","15","6","18","6","18","6","30","6","30","6","24","5","15","6","18","6","18","5","15","7","28","5","20","5","20","5","15","6","18","6","12","6","30","6","24","7","28","6","18","231","56.3","204","60.0","135","61.4","177","59.0","150","57.7","113","56.5","100","62.5","1110","1890","58.7"
